Track,Album Name,Artist,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,Explicit Track,Year,Month
It Goes Like Nanana Edit,It Goes Like Nanana Edit,Peggy Gou,GBBKS2300080,105,150.4,460156070,163449,127827271,77.0,8183226,98257,530103,65920648,1032799567,56004473,0.0,195140,0,102.0,3034022,111.0,1132923,1312,"9,451,176",9279625,False,2023,June
Training Season,Training Season,Dua Lipa,GBAHT2301078,106,148.9,251153869,16811,92985554,76.0,66691067,961957,102884,34572688,431390500,2120552147,162.0,180711,57,127.0,33540073,116.0,10305245,3796,"776,717",2047771,False,2024,February
Type Shit,WE DON T TRUST YOU,Future,USSM12402033,107,148.1,205206688,28064,84737651,84.0,39453253,672789,0,0,0,232440923,99.0,3432,45,41.0,2943724,47.0,5897303,4527,"7,571,301",900933,True,2024,March
Armageddon,Armageddon The 1st Album,aespa,KRA302400093,108,147.4,32942304,1262,26204483,74.0,57861795,1257935,0,0,0,29510774,37.0,290,6,5.0,530831,33.0,21869,48,"139,164",29736,False,2024,May
The Box,Please Excuse Me For Being Antisocial,Roddy Ricch,USAT21906978,109,146.6,1911559785,317345,87765033,78.0,441257231,4829633,4930490,561201008,-2147483648,2077511,255.0,296948,181,138.0,555650,28.0,295741432,633414,"168,458,097",11988760,True,2019,December
INDUSTRY BABY feat Jack Harlow,INDUSTRY BABY feat Jack Harlow,Lil Nas X,USSM12104539,110,145.3,2014959725,354831,87942438,70.0,1003346208,16856186,1750366,915814897,-2147483648,-2147483648,360.0,245228,925,109.0,3242122,74.0,75167268,96430,0,12693846,True,2021,July
Pedro,Pedro Single,Jaxomy,DEE862400427,111,144.6,168145583,27654,159737263,85.0,35008949,717214,0,0,0,39149568,107.0,4448,0,158.0,16345999,54.0,39577,482,"3,634,381",2408838,False,2024,March
Fast Car,Gettin Old,Luke Combs,US6XF2200436,112,144.5,518988585,73116,58391498,80.0,107703759,768813,354036,74258021,924204888,103658014,117.0,673629,59,67.0,8306302,104.0,184924061,88890,"728,039",3108167,False,2023,March
Bling Bang Bang Born,Bling Bang Bang Born,Creepy Nuts,JPU902305042,113,144.0,247399972,22222,13870528,80.0,389540239,4392933,0,22950364,296522040,1041035733,53.0,807,0,18.0,357941,17.0,537267,1928,0,1069500,False,2024,January
Aesthetic,Aesthetic,Tollan Kim,SGB502208576,114,144.0,5712985,2311,535908,44.0,3120073,56276,20114495,-2147483648,-2147483648,0,4.0,22,0,4.0,1397,1.0,21564,81,0,249823,False,2022,March
Sunflower Spider Man Into the Spider Verse,Sunflower Spider Man Into the Spider Verse,Post Malone,USUM71814888,116,143.9,-2147483648,392082,123917182,79.0,-2147483648,19410390,2714134,178829434,1597453878,484189798,351.0,273683,0,86.0,809352,99.0,546367356,906813,0,1569935,False,2018,October
Hands,Hands,Dian,GBKPL2205333,115,143.9,126914,8,212,1.0,-2147483648,7208467,33,188,6415,26630093,0.0,658,0,0.0,0,0.0,0,0,0,295,False,2022,August
Saturn,Saturn Single,SZA,USRC12400216,117,142.8,343090427,21104,154253718,87.0,38173339,349660,0,0,0,196380893,120.0,158378,360,103.0,10995523,87.0,11441987,7496,"166,254",745798,False,2024,February
Chegou a Hora de Ir para Cama Playback,3 Palavrinhas Vol 9 Playback,3 Palavrinhas,BXT622400190,118,142.4,0,0,0,0.0,39323383,44223,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,False,2024,June
Believer,Believer,Imagine Dragons,USUM71700626,119,142.2,-2147483648,335880,89243475,81.0,-2147483648,42240881,5745117,453132709,-2147483648,276194776,226.0,253782,388,118.0,1138425,71.0,614578695,844301,"2,943,611",21306706,False,2017,January
WAIT FOR U feat Drake Tems,WAIT FOR U feat Drake Tems,Future,USSM12203789,120,141.0,787155930,183850,58397185,77.0,357772653,2590835,931660,95662104,836550889,-2147483648,150.0,463665,1308,32.0,399388,69.0,182315884,53326,"48,937,045",3534164,True,2022,April
I KNOW,UTOPIA,Travis Scott,USSM12305012,121,139.5,532605345,128534,31725858,81.0,97958347,1237197,322900,108595670,947194801,259363238,46.0,107637,57,33.0,1423258,40.0,6334599,8712,"12,785,993",1861958,True,2023,July
ANDO,ANDO,Jere Klein,QMDA72363047,122,139.0,292789738,28591,30905957,72.0,406307035,809942,1900606,68341852,872862858,1969191415,11.0,1754,0,15.0,8391160,1.0,764473,5168,0,1195337,True,2023,September
First Class,First Class,Jack Harlow,USAT22203024,123,138.6,818858244,223609,49586777,71.0,231229581,2756840,1610614,624748318,-2147483648,-2147483648,148.0,666615,4406,37.0,759989,77.0,117451442,40907,"24,111,168",4244972,True,2022,April
FE N,UTOPIA,Travis Scott,USSM12305010,124,137.8,659010786,129923,93969186,86.0,125203447,1990342,22100,13787343,107398826,244390161,87.0,37314,361,46.0,2137898,38.0,3029375,6510,"14,942,955",1839283,True,2023,July
Save Your Tears Live,After Hours Live At SoFi Stadium,The Weeknd,USUG12301493,125,137.7,3913988,545,1054122,40.0,1577017938,9304666,0,0,0,-2147483648,0.0,25,0,0.0,0,0.0,5260,0,0,0,True,2023,March
Losing Interest Original Mix,Losing Interest Original,Goovex,CA5KR2465999,126,136.4,126247886,5,5973,1.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,False,2024,June
I Ain t Worried,I Ain t Worried Music From The Motion Pi Top Gun Maverick,OneRepublic,USUM72206227,127,136.2,1607421145,212406,160444270,83.0,409785349,3326477,247865,155593087,1825552705,-2147483648,267.0,523907,3418,111.0,4754372,75.0,152770142,49622,0,9091826,False,2022,May
MI EX TEN A RA,MA ANA SER BONITO BICHOTA,KAROL G,USUG12305253,128,136.2,438796949,23959,34805394,78.0,509727241,2202866,1223804,46080266,782582119,1337889706,56.0,60758,959,29.0,3457921,38.0,38214505,9932,"62,622",865444,False,2023,August
Drained of Color,Drained of Color,Exhumed,US2642250302,129,134.0,158627,635,18765,16.0,-2147483648,0,9,422,4484,1318392,0.0,29,0,0.0,0,0.0,1132,0,0,208,False,2022,August
Mood feat iann dior,Mood feat Iann Dior,24kGoldn,USQX92003025,130,133.0,1867736006,302486,82611625,76.0,747126783,10795292,2467227,160756733,1768836179,2069527154,329.0,931316,1897,273.0,3821598,85.0,240562062,131540,"40,756,476",10228436,True,2020,July
Dynamite,Dynamite,BTS,QM7282022872,131,132.3,1872577908,144619,51186002,74.0,-2147483648,62311179,3098499,662794945,-2147483648,-2147483648,323.0,351169,198,355.0,1888088,98.0,0,0,0,7896781,False,2020,August
Looking Like a Wow End of Year 2023,Looking Like a Wow,WasteLand,GXBAV2381801,132,130.7,8327,3,8,0.0,0,0,4200000,3646489,73318253,0,0.0,0,0,0.0,0,0.0,0,0,0,522,False,2023,December
Someone You Loved,Breach,Lewis Capaldi,DEUM71807062,133,129.7,-2147483648,338763,160553919,82.0,-2147483648,20891433,1940473,212007614,-2147483648,-2147483648,408.0,600211,381,502.0,4834088,110.0,427212257,357540,0,29266297,False,2018,November
Acr s,Acr stico Si,Shakira,USQX92302824,134,129.6,230849195,23091,12233221,64.0,363082908,5135848,4897595,104580759,1551501289,150614267,49.0,24103,214,25.0,319914,33.0,23525446,4705,0,623446,False,2023,May
Made You Look,Takin It Back,Meghan Trainor,USSM12204574,135,129.5,720720922,74295,89509926,77.0,221078988,2557839,4687520,1252326407,-2147483648,718932832,108.0,412680,5869,43.0,1491347,59.0,81828913,36462,0,3086624,False,2022,October
PHONK BRASILEIRO FRESCO Slowed Reverb,PHONK BRASILEIRO FRESCO,DJ MOIGUS,QZMEQ2306756,136,129.4,1378494,351,43395,34.0,1022331,22739,7702832,90289248,1272592848,0,0.0,0,0,0.0,0,0.0,0,0,0,50550,False,2023,June
Sooseki From Pushpa 2 The Rule TELUGU,Sooseki From Pushpa 2 The Rule TELUGU,Shreya Ghoshal,INS182401602,137,129.1,2827545,62,1433870,0.0,54330074,801621,0,0,0,0,0.0,0,0,0.0,0,10.0,0,0,0,5620,False,2024,May
vampire,vampire,Olivia Rodrigo,USUG12304091,138,128.9,998964097,90793,87801398,18.0,113450524,2108657,394640,152624014,1448207880,1111017294,173.0,161513,93,61.0,5239925,128.0,28318435,67590,"4,296,515",4872257,True,2023,June
Casca de Bala,A Cara das Vaquejadas 3 0,Thullio Milion,BCAEW2400001,139,128.5,37157630,2052,30387641,74.0,63418833,427441,1600000,853176,8850449,149589609,11.0,190,0,32.0,8460458,11.0,0,0,0,42895,False,2024,March
Back,Back,LOLA,UKQNV2100272,140,128.0,48428,92,15747,3.0,2123978358,5670850,111,102828,735317,0,0.0,46,0,0.0,0,0.0,0,0,0,0,False,2022,August
People,People Single,Libianca,QZTB52268087,141,127.8,631955547,121823,45030006,74.0,305998382,2647341,3168854,243797561,-2147483648,704906130,145.0,122781,202,74.0,1217657,54.0,9017480,11289,"8,026,553",6121126,True,2022,December
Jedag Jedug Capcut 2024,Jedag Jedug Capcut 2024,Afrian Af,ATR981312465,142,127.4,0,1,47,0.0,0,0,3528100,37591836,688302023,0,0.0,0,0,0.0,0,0.0,0,0,0,0,True,2024,January
Lady Killers II Christoph Andersson Remix,Lady Killers II Christoph Andersson Remix,G Eazy,TCAIA2495220,143,127.3,94635338,10537,11716074,0.0,944314,17943,1300000,182937084,1542242100,0,13.0,0,2,0.0,0,8.0,684557,1079,0,1597467,True,2024,March
I Don t Wanna Wait,I Don t Wanna Wait,David Guetta,UKWLG2400013,144,126.9,114574238,10564,180987712,84.0,9134225,124326,299000,4419373,79796400,3117914,87.0,86814,159,128.0,35099280,133.0,4503872,442,"422,718",0,False,2024,April
Abc,Abc,J Ross,CLLU22300585,145,126.6,31867,5,5100,1.0,1538564650,2066653,0,0,0,0,0.0,174,0,0.0,0,0.0,0,0,0,1178,False,2023,February
La Bachata,La Bachata,Manuel Turizo,QZDYA1800087,146,126.2,1721045197,156941,97122096,81.0,798827877,3379928,1614275,209367923,-2147483648,420585933,142.0,152522,1161,97.0,8709032,133.0,47203290,19769,0,4817885,False,2022,May
Unknown,Unknown,FLI P,FRX282306294,147,125.4,8028757,1972,488653,44.0,48533758,399664,8800000,256186613,-2147483648,6879573,1.0,373,0,0.0,0,0.0,0,0,0,220198,False,2023,April
Peaches feat Daniel Caesar Giveon,Justice,Justin Bieber,USUM72102636,148,125.2,1612286123,282719,97390961,74.0,1019256266,10280320,1404274,502778982,-2147483648,-2147483648,348.0,569287,789,342.0,2587713,90.0,92111798,90598,0,7848760,True,2021,March
Don t Start Now,Don t Start Now,Dua Lipa,GBAHT1901121,149,124.6,-2147483648,270230,143953432,78.0,1201600884,10239198,4725570,414013363,-2147483648,-2147483648,581.0,999941,954,632.0,4254903,118.0,313923242,99949,0,13421701,False,2019,October
Lucid Dreams,Lucid Dreams,Juice WRLD,USUG11800685,150,123.9,-2147483648,339306,75858140,78.0,987143411,9384427,1900813,44442433,338071383,274498079,153.0,69562,132,54.0,442640,36.0,259400789,552552,"257,459,352",9308937,True,2018,May
PROVENZA,PROVENZA,KAROL G,USUM72205906,151,123.8,1185929926,103026,64847502,76.0,1229843060,5870729,1300337,251445963,-2147483648,763687717,115.0,130158,688,75.0,7349218,90.0,92136339,29371,0,3397861,False,2022,April
WAP feat Megan Thee Stallion,WAP feat Megan Thee Stallion,Cardi B,USAT22005111,152,123.4,1325725696,171255,53040559,72.0,1329826741,15965491,8470921,1183499351,-2147483648,181452145,222.0,91249,306,94.0,249116,50.0,184950173,397731,0,4618794,True,2020,August
SPOT,SPOT,ZICO,USA2P2421932,153,122.8,77757035,3407,35428519,81.0,100148771,2531168,99900,46645177,366905484,24981456,27.0,1861,51,2.0,151901,20.0,63300,98,0,173263,False,2024,April
Family Matters,Family Matters,Drake,USUG12402984,154,122.7,72335127,8696,36774031,86.0,41492122,1034563,0,0,0,166330702,38.0,1488,0,16.0,1504365,60.0,3065493,2302,"2,401,049",283217,True,2024,May
Again,Missing,Kurochuu,CA5KR2466577,155,122.5,136237285,2,2190,2.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,False,2024,June
Seven feat Latto Explicit Ver,Seven feat Latto,Jung Kook,USA2P2330093,156,122.4,1673557134,54950,91343768,80.0,397523735,10125293,341522,114990786,761760624,1800517153,86.0,23714,861,54.0,5286388,56.0,6442882,4352,0,2310409,True,2023,July
Last Night,3 Songs At A Time Sampler,Morgan Wallen,USUG12300802,157,121.9,922010059,107189,61174155,79.0,141852059,567295,285414,61112010,811685466,182412108,106.0,18364,1846,7.0,33712,38.0,307115852,200650,"13,022,144",2665347,True,2023,January
Too Sweet,Unreal Unearth Unheard,Hozier,IEACJ2300335,158,121.2,532012790,22396,130752527,85.0,13119247,218957,0,0,0,0,235.0,6952,0,85.0,25307005,108.0,0,0,"119,813",2580089,False,2024,March
Bad Habits,NAME,Ed Sheeran,GBAHS2100318,159,120.8,1754311538,271758,62218811,74.0,958790883,7686994,1036355,225139300,-2147483648,-2147483648,454.0,1347725,1035,352.0,7318680,136.0,269834154,88143,"17,144,484",15886717,False,2020,January
QLONA,MA ANA SER BONITO BICHOTA,KAROL G,USUG12305257,160,120.7,850810162,56104,79334561,82.0,258553384,1174349,1167300,58820722,717259721,590681204,72.0,39951,4,57.0,7146260,83.0,32210732,12492,0,1537093,True,2023,August
Leave The Door Open,Leave The Door Open,Bruno Mars,USAT22100906,161,120.1,1312168384,248793,50068571,75.0,993324548,9537455,1503567,369280607,-2147483648,-2147483648,308.0,557867,309,120.0,1553392,103.0,149304590,91366,0,10288388,False,2021,March
Unknown,3,Unknown,JPKI02118106,162,119.5,548408,130,20518,24.0,1356336,17701,18000000,334009036,-2147483648,0,1.0,0,0,0.0,0,0.0,0,0,0,69763,False,2022,January
good 4 u,good 4 u,Olivia Rodrigo,USUG12101245,163,117.8,-2147483648,309421,72787213,79.0,773591065,11098007,1893481,1080682523,-2147483648,-2147483648,355.0,4835,1283,98.0,1610293,102.0,119030447,170032,"19,263,268",0,True,2021,May
bad guy,WHEN WE ALL FALL ASLEEP WHERE DO WE GO,Billie Eilish,USUM71900764,164,117.7,-2147483648,296739,113315017,76.0,1779243626,26239833,3774645,177247662,1409756969,2066888119,432.0,353076,1024,258.0,3123258,174.0,229833113,534958,0,18994040,False,2019,March
Se o,Shawn Mendes Deluxe,Shawn Mendes,USUM71911283,165,117.6,-2147483648,251033,108433327,74.0,-2147483648,26919886,5815851,140938643,1859977153,-2147483648,380.0,531893,378,570.0,2693006,89.0,337815285,426555,0,15254141,False,2018,May
DESPECH,DESPECH,ROSAL,USSM12207207,166,116.9,1003487432,126402,88024543,73.0,621874255,2859234,2409247,476447290,-2147483648,672233681,152.0,175614,1077,105.0,6388819,97.0,40988020,6129,0,3205234,True,2022,July
ROCKSTAR feat Roddy Ricch,BLAME IT ON BABY,DaBaby,USUM72007941,167,116.7,1638836101,272933,50425049,70.0,1170441361,13667470,5241838,364560431,-2147483648,201859518,216.0,298661,62,98.0,1699879,47.0,245618280,272002,0,7646337,True,2020,April
Eyes Closed,Eyes Closed Piano Version,Ed Sheeran,GBAHS2201304,168,116.6,372423476,44730,21933393,71.0,131308671,1074684,1102985,38959591,830123390,961201576,132.0,644972,287,32.0,1018314,68.0,40613139,6969,0,2886987,False,2023,March
I Remember Everything feat Kacey Musgraves,I Remember Everything feat Kacey Musgraves,Zach Bryan,USWB12304903,169,116.5,630373315,70400,105320547,84.0,50938569,246731,215433,70110809,586454750,207483261,95.0,83414,35,47.0,9094602,112.0,147144967,33058,"5,597,165",1673932,False,2023,August
Circles,Circles,Post Malone,USUM71915699,170,116.0,-2147483648,332437,124491320,80.0,1116323669,8490012,83111,26892604,273522601,841624305,355.0,1015731,413,311.0,1603280,69.0,448494186,212174,0,13634519,False,2019,August
EL AMOR DE SU VIDA,EL AMOR DE SU VIDA,Grupo Frontera,DGA062382895,171,115.9,474590289,24891,25915889,78.0,577930708,1569516,136500,32754141,509287649,1484713132,27.0,15783,215,22.0,2762020,27.0,44676754,9094,"774,895",1173817,False,2023,August
About Damn Time,About Damn Time,Lizzo,USAT22202139,172,115.6,847025688,104052,47808065,66.0,106024874,1080393,3030761,1522267606,-2147483648,22274346,215.0,1024138,2826,143.0,1456203,4.0,0,0,0,5445721,True,2022,April
Closer,Closer,The Chainsmokers,USQX91601347,173,114.6,-2147483648,285381,129399627,80.0,-2147483648,22091228,1103074,100536756,514053404,467800052,385.0,316965,467,284.0,838570,78.0,819509308,739296,0,16185008,False,2016,July
FLOWER,ME,JISOO,KRA402300002,174,114.3,440364356,26107,15314737,70.0,525156884,10820829,3411209,550993898,-2147483648,68869541,33.0,11830,92,6.0,26844,35.0,1335366,3263,0,1058579,False,2023,March
PERRO NEGRO,nadie sabe lo que va a pasar ma,Bad Bunny,QMFME2364199,175,114.2,689181455,61138,90492257,83.0,183381482,738123,213300,49332435,487440417,546833520,67.0,32507,175,51.0,13729294,44.0,14039085,3684,"2,473,108",930098,True,2023,October
Rich Baby Daddy feat Sexyy Red SZA,For All The Dogs,Drake,USUG12306085,176,113.2,372248119,68037,44498005,0.0,86580734,1106306,77600,20713030,128182068,384403788,53.0,44112,31,13.0,481832,39.0,19029194,36347,"9,898,507",2131059,True,2023,October
Havana feat Young Thug,Havana,Camila Cabello,USSM11706905,177,112.8,2072182782,194332,86159672,75.0,-2147483648,32333846,1314091,53911465,546650805,2137655536,342.0,175317,563,541.0,1593590,95.0,455553499,772600,0,16095913,False,2017,August
LUNA,FERXXOCALIPSIS,Feid,USUM72318216,178,112.6,606124553,40628,139802900,86.0,166363445,1019744,14519,5128004,29601244,476273095,80.0,51631,170,64.0,14011480,31.0,1550124,1179,0,1704574,False,2023,December
I Like You A Happier Song with Doja Cat,Twelve Carat Toothache,Post Malone,USUM72208023,179,112.5,827950825,118965,64661540,73.0,299001099,2751490,172228,118133115,1359837461,-2147483648,83.0,761996,2175,43.0,3276564,70.0,150508004,31988,"6,459,716",3384275,True,2022,June
Bones,Bones,Imagine Dragons,USUM72201759,180,112.0,1227475431,180053,70861210,78.0,584854654,6691488,341199,191133207,-2147483648,-2147483648,94.0,305868,1789,47.0,1718874,67.0,124506820,66190,0,7031981,False,2022,March
Seg n Qu,Seg n Qu,Maluma,USSD12300400,182,111.8,571366508,32236,42828677,79.0,475200526,1369288,0,0,0,1602673476,50.0,38691,423,60.0,10199675,29.0,35912217,8715,"46,646",1703294,True,2023,August
Selfish,Selfish,Justin Timberlake,USRC12400001,181,111.8,92932220,8847,31258778,0.0,42581931,513055,0,0,0,1607922581,73.0,232736,18,75.0,12673906,43.0,28794637,6080,"64,503",1440935,False,2024,January
golden hour,golden hour,JVKE,GBKPL2204171,183,111.4,1126986320,200887,45885823,73.0,293553015,5388022,461623,313934124,-2147483648,-2147483648,77.0,148360,719,22.0,379311,35.0,32611885,64225,"14,112,455",3897680,False,2022,July
Levitating feat DaBaby,Future Nostalgia,Dua Lipa,GBAHT2000942,184,111.3,2074721986,255296,109442317,77.0,1665434424,15432964,858364,324510578,-2147483648,-2147483648,388.0,476547,659,250.0,2098761,46.0,188728577,98317,0,7948325,False,2020,March
Get It Sexyy,Get It Sexyy,Sexyy Red,QZSYP2454435,185,111.1,89362910,7377,70714216,84.0,37676729,525264,361700,71058620,476545000,126493852,52.0,52534,976,4.0,57534,58.0,10234988,14251,"2,263,132",514293,True,2024,March
This Wish From Wish,This Wish From Wish,Ariana DeBose,USWD12328242,186,110.9,26674909,2673,8562091,19.0,7863539,84565,4304279,50776319,709276580,300010,36.0,214,0,4.0,81296,20.0,1639744,2942,0,87704,False,2023,October
IDGAF feat Yeat,For All The Dogs,Drake,USUG12306072,187,110.8,406875019,85930,45178662,0.0,39850191,427973,1225,2163852,22689637,11148894,29.0,4395,109,16.0,435466,29.0,1498994,6021,"16,555,878",964984,True,2023,October
Ojitos Lindos,Un Verano Sin Ti,Bad Bunny,QM6MZ2214888,188,110.7,1421763497,152592,62313059,78.0,945857087,5587691,179400,14518451,225142753,171156518,91.0,72953,191,42.0,6938988,49.0,57148186,17651,0,3087489,False,2022,May
Life Is Good feat Drake,Life Is Good feat Drake,Future,USSM11914962,189,110.2,1237874594,276882,51153940,67.0,-2147483648,12334565,584648,77631196,964755757,430690809,187.0,7602,47,95.0,487631,32.0,222732085,88462,0,5329382,True,2020,January
Escapism,Escapism The Thrill Is Gone,RAYE,QMDA62217995,190,110.1,804925777,128247,62532855,75.0,175393116,1729347,935169,362063344,-2147483648,841611064,138.0,400246,65,65.0,8982560,66.0,21279325,11614,"9,065,143",6548714,True,2022,October
Stargazing,Stargazing,Myles Smith,GBARL2400510,191,109.8,106599323,9406,164949597,87.0,10331471,167936,0,279000,4700000,38232470,120.0,11172,14,93.0,14817504,109.0,3667355,548,"990,796",0,False,2024,May
Jimmy Cooks feat 21 Savage,Honestly Nevermind,Drake,USUG12204897,192,109.7,971473231,239671,77479207,78.0,198796965,2003253,803500,85725313,926300276,327806846,110.0,1041,641,18.0,314003,57.0,50899547,48037,"24,117,364",3142892,True,2022,June
What You Know Bout Love,Shoot For The Stars Aim For The Moon,Pop Smoke,USUM72013339,193,109.5,1125681368,251023,32574699,72.0,306628096,3322075,5487112,345484397,-2147483648,258709304,119.0,372838,744,21.0,94686,22.0,224742683,79225,"70,901,053",3908069,True,2020,July
Memories,Memories,Maroon 5,USUM71913350,194,109.3,2011072164,222804,49920599,77.0,1290292327,11720744,2377898,155233360,1458416059,-2147483648,268.0,765565,403,445.0,1033541,50.0,403824864,253642,0,14241952,False,2019,September
Classy 101,Classy 101,Feid,USUM72304895,195,109.1,872148396,90726,70485920,78.0,477047694,1887642,459540,102272836,1113541743,1850185458,94.0,46835,186,50.0,12249404,55.0,11049774,3399,0,1625704,True,2023,March
Whatever,Whatever,Kygo,USRC12302637,196,109.0,222354971,17551,159961203,83.0,45439562,522558,0,0,0,1880782257,111.0,191358,278,171.0,32320584,109.0,10225886,568,0,1421900,False,2024,January
Whatever She Wants,Whatever She Wants,Bryson Tiller,USRC12400299,197,108.4,207093873,23181,114051028,87.0,19787472,254004,67400,22398663,298300000,320540886,61.0,5477,577,31.0,1483573,65.0,6895257,6101,"13,917,600",0,True,2024,February
Vois sur ton chemin Techno Mix,Vois sur ton chemin Techno Mix,BENNETT,DEA622301801,198,107.8,361517395,119783,95312340,80.0,37192341,491577,13334,1804060,35999853,3117914,56.0,56118,0,52.0,4459149,23.0,0,0,"5,166,756",4372188,False,2023,August
yes and,yes and,Ariana Grande,USUM72400048,199,107.5,416813996,22468,101875097,0.0,115105080,2893111,77900,5912130,10072539,-2147483648,106.0,79382,114,87.0,6747701,92.0,3441709,3255,"1,419,525",1028262,True,2024,January
Without Me,Without Me,Halsey,USUM71813499,200,107.4,2042792456,198888,69311277,75.0,2018089906,20528541,3897257,208270183,-2147483648,-2147483648,180.0,320792,300,69.0,646681,89.0,562568504,360183,"24,711,739",14816076,True,2018,October
meet the grahams,meet the grahams,Kendrick Lamar,USUG12400909,201,107.3,65520394,8933,15896982,0.0,36834647,1700363,0,1542400,7700000,127419599,13.0,275,0,7.0,397856,22.0,1062564,2314,"1,683,570",185009,True,2024,May
First Person Shooter feat J Cole,For All The Dogs,Drake,USUG12306071,202,107.1,328526298,72252,68612350,0.0,61769035,1228629,859,267545,2571188,1488182707,54.0,99793,16,19.0,2797550,49.0,28093871,6623,"6,962,286",1198582,True,2023,October
Shallow,Shallow,Lady Gaga,USUM71813192,204,106.9,-2147483648,221822,90174192,78.0,-2147483648,15274815,52698,11103476,168789459,-2147483648,261.0,228874,135,158.0,1551217,95.0,387105091,651760,"1,196,386",153863,False,2018,September
Thunder,Thunder,Imagine Dragons,USUM71704167,203,106.9,-2147483648,244951,88329475,79.0,-2147483648,16780231,1839173,79131934,906537912,222980374,225.0,273249,509,226.0,1148532,43.0,688060560,1104391,0,13844050,False,2017,April
